protein_a,protein_b,direction_count,reciprocal_minimum_tm_score,reciprocal_minimum_coverage,reciprocal_minimum_lddt,reciprocal_minimum_homology_probability,maximum_sequence_identity,maximum_alignment_length,minimum_e_value,minimum_bit_score,qualifies_structure_edge,protein_a_family_id,protein_b_family_id
Q837P4_ENTFA,TRPC_SACS2,2,0.2163,0.786,0.276,0.034,0.02,534,0.316,21,False,ssf_cdfaa4cd70ca,ssf_415fc4c4433b
Q837P4_ENTFA,TRPC_THEMA,2,0.2205,0.772,0.2817,0.04,0.023,519,0.3175,22,False,ssf_cdfaa4cd70ca,ssf_415fc4c4433b
Q837P4_ENTFA,UBC9_HUMAN,2,0.1032,0.261,0.2314,0.0,0.039,226,0.1815,10,False,ssf_cdfaa4cd70ca,ssf_ab8b39992872
Q837P4_ENTFA,UBE4B_HUMAN,2,0.07323,0.246,0.3004,0.0,0.037,161,0.2364,7,False,ssf_cdfaa4cd70ca,ssf_a47101dcf200
Q837P4_ENTFA,UBE4B_MOUSE,2,0.1635,0.661,0.2283,0.014,0.02,1109,0.2209,16,False,ssf_cdfaa4cd70ca,ssf_2d1d2debf9a5
Q837P4_ENTFA,UBR5_HUMAN,2,0.04858,0.071,0.2789,0.0,0.039,235,0.2003,4,False,ssf_cdfaa4cd70ca,ssf_059a8d032aa4
Q837P4_ENTFA,VG08_BPP22,2,0.05819,0.061,0.5289,0.0,0.048,41,0.3635,5,False,ssf_cdfaa4cd70ca,ssf_ffaeeb6011e9
Q837P4_ENTFA,VILI_CHICK,2,0.07038,0.243,0.2229,0.0,0.024,161,0.2444,7,False,ssf_cdfaa4cd70ca,ssf_0815efaffc38
Q837P4_ENTFA,VKOR1_HUMAN,2,0.1354,0.54,0.4265,0.009,0.029,376,0.2434,13,False,ssf_cdfaa4cd70ca,ssf_893ea5ec829f
Q837P4_ENTFA,VRPI_BPT7,2,0.05121,0.126,0.2096,0.0,0.046,340,0.1982,5,False,ssf_cdfaa4cd70ca,ssf_c5c95e85f55b
Q837P4_ENTFA,YAIA_ECOLI,2,0.04966,0.138,0.2263,0.0,0.04,100,0.2084,4,False,ssf_cdfaa4cd70ca,ssf_ac44f5c3e836
Q837P4_ENTFA,YNZC_BACSU,2,0.05321,0.088,0.2435,0.0,0.074,54,0.3001,5,False,ssf_cdfaa4cd70ca,ssf_ca121528f828
Q837P5_ENTFA,Q8WTC7_9CNID,2,0.1311,0.382,0.2462,0.009,0.015,327,0.1948,13,False,ssf_cdfaa4cd70ca,ssf_cba7b508de0e
Q837P5_ENTFA,R1AB_SARS2,2,0.1608,0.541,0.2421,0.014,0.023,476,0.2072,16,False,ssf_cdfaa4cd70ca,ssf_9fc1ecf8307b
Q837P5_ENTFA,RAD_ANTMA,2,0.07592,0.247,0.3244,0.0,0.034,144,0.273,7,False,ssf_cdfaa4cd70ca,ssf_0eef6f01f081
Q837P5_ENTFA,RASH_HUMAN,2,0.1382,0.73,0.2367,0.009,0.021,473,0.222,13,False,ssf_cdfaa4cd70ca,ssf_550503ae0437
Q837P5_ENTFA,RASK_HUMAN,2,0.1311,0.68,0.2772,0.009,0.023,477,0.223,13,False,ssf_cdfaa4cd70ca,ssf_550503ae0437
Q837P5_ENTFA,RBP1_HUMAN,2,0.08383,0.089,0.5553,0.0,0.038,52,0.3394,8,False,ssf_cdfaa4cd70ca,ssf_bc19e1d23319
Q837P5_ENTFA,RCD1_ARATH,2,0.07701,0.52,0.3191,0.0,0.003,303,0.26,7,False,ssf_cdfaa4cd70ca,ssf_329d15de34fe
Q837P5_ENTFA,RCRO_LAMBD,2,0.06842,0.114,0.3019,0.0,0.037,81,0.2005,6,False,ssf_cdfaa4cd70ca,ssf_c6c5a726cc75
Q837P5_ENTFA,RD23A_HUMAN,2,0.03703,0.28,0.3216,0.0,0.017,223,0.1986,4,False,ssf_cdfaa4cd70ca,ssf_3998cbaed1a7
Q837P5_ENTFA,RDRP_I33A0,2,0.1784,0.715,0.2098,0.016,0.019,812,0.1988,17,False,ssf_cdfaa4cd70ca,ssf_bcc2d8a187a4
Q837P5_ENTFA,REV_HV1H2,2,0.1035,0.131,0.5753,0.0,0.025,138,0.2505,10,False,ssf_cdfaa4cd70ca,ssf_4ddd0adc0328
Q837P5_ENTFA,RFAH_ECOLI,2,0.04918,0.095,0.2072,0.0,0.06,83,0.1563,4,False,ssf_cdfaa4cd70ca,ssf_12ebdb52f01c
Q837P5_ENTFA,RL20_AQUAE,2,0.07639,0.117,0.3224,0.0,0.042,104,0.2639,7,False,ssf_cdfaa4cd70ca,ssf_310c599ef29a
Q837P5_ENTFA,RL40A_YEAST,2,0.1092,0.914,0.1872,0.0,0.008,589,0.2096,10,False,ssf_cdfaa4cd70ca,ssf_09950e3c22ee
Q837P5_ENTFA,RNC_ECOLI,2,0.1614,0.405,0.3315,0.014,0.035,311,0.2456,16,False,ssf_cdfaa4cd70ca,ssf_692c79c706c4
Q837P5_ENTFA,RPC1_BP434,2,0.06978,0.11,0.3549,0.0,0.03,86,0.2094,7,False,ssf_cdfaa4cd70ca,ssf_ffbe89385f32
Q837P5_ENTFA,RS15_GEOSE,2,0.08299,0.089,0.6657,0.0,0.094,123,0.3142,8,False,ssf_cdfaa4cd70ca,ssf_bcab9ac142f5
Q837P5_ENTFA,S22A1_HUMAN,2,0.2357,0.949,0.2838,0.045,0.012,897,0.2387,23,False,ssf_cdfaa4cd70ca,ssf_dedbcf3c34ac
Q837P5_ENTFA,SAV1_MOUSE,2,0.04443,0.352,0.2229,0.0,0.014,227,0.1527,4,False,ssf_cdfaa4cd70ca,ssf_0d40c1bb820d
Q837P5_ENTFA,SBI_STAAM,2,0.07462,0.229,0.39,0.0,0.029,134,0.2581,7,False,ssf_cdfaa4cd70ca,ssf_60dadcbd5371
Q837P5_ENTFA,SC6A4_HUMAN,2,0.1935,0.71,0.266,0.024,0.025,744,0.2009,19,False,ssf_cdfaa4cd70ca,ssf_5602ca7080fe
Q837P5_ENTFA,SCIN_STAAR,2,0.08267,0.091,0.5569,0.0,0.057,305,0.3171,8,False,ssf_cdfaa4cd70ca,ssf_cf940c8da196
Q837P5_ENTFA,SDA_BACSU,2,0.05579,0.058,0.6003,0.0,0.088,34,0.3097,5,False,ssf_cdfaa4cd70ca,ssf_3a5047c87583
Q837P5_ENTFA,SERC_HUMAN,2,0.1878,0.377,0.2607,0.02,0.058,258,0.2256,18,False,ssf_cdfaa4cd70ca,ssf_f2035d659d6a
Q837P5_ENTFA,SHOC2_HUMAN,2,0.193,0.854,0.2054,0.024,0.011,877,0.1944,19,False,ssf_cdfaa4cd70ca,ssf_6f5083a5504d
Q837P5_ENTFA,SOX30_HUMAN,2,0.05621,0.084,0.2564,0.0,0.047,202,0.2222,6,False,ssf_cdfaa4cd70ca,ssf_6cc095ce3976
Q837P5_ENTFA,SPA_STAAU,2,0.05999,0.068,0.3321,0.0,0.102,39,0.2579,5,False,ssf_cdfaa4cd70ca,ssf_5e471b6b3e5d
Q837P5_ENTFA,SPG1_STRSG,2,0.1916,0.806,0.2729,0.024,0.011,714,0.2115,19,False,ssf_cdfaa4cd70ca,ssf_db4b6fc031cf
Q837P5_ENTFA,SPG2_STRSG,2,0.05909,0.313,0.2877,0.0,0.021,189,0.2383,5,False,ssf_cdfaa4cd70ca,ssf_67e127763d3d
Q837P5_ENTFA,SPIKE_SARS2,2,0.1354,0.794,0.1994,0.009,0.015,1254,0.1919,13,False,ssf_cdfaa4cd70ca,ssf_761ae81d509c
Q837P5_ENTFA,SPTN1_CHICK,2,0.05555,0.522,0.2306,0.0,0.006,314,0.173,5,False,ssf_cdfaa4cd70ca,ssf_b0e1111705e5
Q837P5_ENTFA,SQSTM_MOUSE,2,0.04532,0.063,0.2831,0.0,0.014,68,0.2229,4,False,ssf_cdfaa4cd70ca,ssf_fd3d638b0af8
Q837P5_ENTFA,SR43C_ARATH,2,0.05031,0.653,0.2354,0.0,0.01,375,0.1852,5,False,ssf_cdfaa4cd70ca,ssf_63a1a4e89751
Q837P5_ENTFA,SRBS1_HUMAN,2,0.06278,0.112,0.2672,0.0,0.034,97,0.2045,6,False,ssf_cdfaa4cd70ca,ssf_09af8f8b7309
Q837P5_ENTFA,SRC_HUMAN,2,0.2069,0.695,0.2202,0.034,0.018,699,0.2118,21,False,ssf_cdfaa4cd70ca,ssf_c38d9b4005f8
Q837P5_ENTFA,SUMO1_HUMAN,2,0.08462,0.594,0.1661,0.0,0.01,379,0.1917,8,False,ssf_cdfaa4cd70ca,ssf_19622d9f3f73
Q837P5_ENTFA,SYUA_HUMAN,2,0.07569,0.419,0.1038,0.0,0.019,503,0.1454,7,False,ssf_cdfaa4cd70ca,ssf_87dffde05f09
Q837P5_ENTFA,TADBP_HUMAN,2,0.1611,0.611,0.1783,0.014,0.015,576,0.181,16,False,ssf_cdfaa4cd70ca,ssf_b0af6d5185b3
Q837P5_ENTFA,TAT_HV1BR,2,0.0671,0.256,0.1992,0.0,0.016,186,0.1852,6,False,ssf_cdfaa4cd70ca,ssf_0d06a357cd85
Q837P5_ENTFA,TCRG1_MOUSE,2,0.04737,0.228,0.2187,0.0,0.0,130,0.1764,4,False,ssf_cdfaa4cd70ca,ssf_a21d29addbd9
Q837P5_ENTFA,THO1_YEAST,2,0.04006,0.124,0.2739,0.0,0.025,156,0.2413,4,False,ssf_cdfaa4cd70ca,ssf_a523304d9a92
Q837P5_ENTFA,TNKS2_HUMAN,2,0.06927,0.084,0.3363,0.0,0.05,60,0.2327,6,False,ssf_cdfaa4cd70ca,ssf_1a40a2a2ccdc
Q837P5_ENTFA,TPK1_HUMAN,2,0.1783,0.377,0.2591,0.016,0.03,296,0.2612,17,False,ssf_cdfaa4cd70ca,ssf_3c2e5ceba3be
Q837P5_ENTFA,TPMT_HUMAN,2,0.17,0.371,0.3003,0.016,0.034,444,0.2547,17,False,ssf_cdfaa4cd70ca,ssf_b5a772423035
Q837P5_ENTFA,TPOR_HUMAN,2,0.1808,0.696,0.184,0.02,0.008,827,0.1881,18,False,ssf_cdfaa4cd70ca,ssf_540579521118
Q837P5_ENTFA,TRPC_SACS2,2,0.224,0.804,0.2915,0.04,0.028,529,0.3223,22,False,ssf_cdfaa4cd70ca,ssf_415fc4c4433b
Q837P5_ENTFA,TRPC_THEMA,2,0.2274,0.788,0.283,0.04,0.023,512,0.3224,22,False,ssf_cdfaa4cd70ca,ssf_415fc4c4433b
Q837P5_ENTFA,UBC9_HUMAN,2,0.1263,0.249,0.2696,0.008,0.029,204,0.2266,12,False,ssf_cdfaa4cd70ca,ssf_ab8b39992872
Q837P5_ENTFA,UBE4B_HUMAN,2,0.06932,0.271,0.2782,0.0,0.005,174,0.2111,6,False,ssf_cdfaa4cd70ca,ssf_a47101dcf200
Q837P5_ENTFA,UBE4B_MOUSE,2,0.1664,0.733,0.2414,0.014,0.019,1139,0.231,16,False,ssf_cdfaa4cd70ca,ssf_2d1d2debf9a5
Q837P5_ENTFA,UBR5_HUMAN,2,0.04597,0.075,0.4955,0.0,0.023,260,0.2184,4,False,ssf_cdfaa4cd70ca,ssf_059a8d032aa4
Q837P5_ENTFA,VG08_BPP22,2,0.05452,0.068,0.345,0.0,0.214,42,0.3149,5,False,ssf_cdfaa4cd70ca,ssf_ffaeeb6011e9
Q837P5_ENTFA,VILI_CHICK,2,0.07135,0.25,0.22,0.0,0.01,194,0.2332,8,False,ssf_cdfaa4cd70ca,ssf_0815efaffc38
Q837P5_ENTFA,VKOR1_HUMAN,2,0.1242,0.368,0.2872,0.009,0.031,305,0.2345,13,False,ssf_cdfaa4cd70ca,ssf_893ea5ec829f
Q837P5_ENTFA,VRPI_BPT7,2,0.05674,0.096,0.1932,0.0,0.032,130,0.1968,5,False,ssf_cdfaa4cd70ca,ssf_c5c95e85f55b
Q837P5_ENTFA,YAIA_ECOLI,2,0.05392,0.21,0.2247,0.0,0.007,309,0.1881,5,False,ssf_cdfaa4cd70ca,ssf_ac44f5c3e836
Q837P5_ENTFA,YNZC_BACSU,2,0.05017,0.135,0.3898,0.0,0.036,197,0.2818,6,False,ssf_cdfaa4cd70ca,ssf_ca121528f828
Q8WTC7_9CNID,R1AB_SARS2,2,0.2432,0.513,0.2681,0.051,0.018,220,0.2679,24,False,ssf_cba7b508de0e,ssf_9fc1ecf8307b
Q8WTC7_9CNID,RAD_ANTMA,2,0.1204,0.294,0.1622,0.008,0.034,86,0.2253,12,False,ssf_cba7b508de0e,ssf_0eef6f01f081
Q8WTC7_9CNID,RASH_HUMAN,2,0.226,0.72,0.2213,0.04,0.019,307,0.2434,22,False,ssf_cba7b508de0e,ssf_550503ae0437
Q8WTC7_9CNID,RASK_HUMAN,2,0.2273,0.856,0.2234,0.04,0.019,312,0.2479,22,False,ssf_cba7b508de0e,ssf_550503ae0437
Q8WTC7_9CNID,RBP1_HUMAN,2,0.1269,0.303,0.1748,0.008,0.048,95,0.2344,12,False,ssf_cba7b508de0e,ssf_bc19e1d23319
Q8WTC7_9CNID,RCD1_ARATH,2,0.1247,0.769,0.1806,0.008,0.025,222,0.2315,12,False,ssf_cba7b508de0e,ssf_329d15de34fe
Q8WTC7_9CNID,RCRO_LAMBD,2,0.1267,0.765,0.1751,0.009,0.021,235,0.2226,13,False,ssf_cba7b508de0e,ssf_c6c5a726cc75
Q8WTC7_9CNID,RD23A_HUMAN,2,0.1248,0.647,0.1823,0.008,0.025,160,0.258,12,False,ssf_cba7b508de0e,ssf_3998cbaed1a7
Q8WTC7_9CNID,RDRP_I33A0,2,0.122,0.878,0.1765,0.008,0.008,750,0.203,12,False,ssf_cba7b508de0e,ssf_bcc2d8a187a4
Q8WTC7_9CNID,REV_HV1H2,2,0.1698,0.638,0.1933,0.014,0.007,251,0.2277,16,False,ssf_cba7b508de0e,ssf_4ddd0adc0328
Q8WTC7_9CNID,RFAH_ECOLI,2,0.1399,0.782,0.2518,0.009,0.005,196,0.248,13,False,ssf_cba7b508de0e,ssf_12ebdb52f01c
Q8WTC7_9CNID,RL20_AQUAE,2,0.1384,0.916,0.2367,0.009,0.0,234,0.2459,13,False,ssf_cba7b508de0e,ssf_310c599ef29a
Q8WTC7_9CNID,RL40A_YEAST,2,0.1914,0.672,0.2983,0.024,0.013,229,0.2431,19,False,ssf_cba7b508de0e,ssf_09950e3c22ee
Q8WTC7_9CNID,RNC_ECOLI,2,0.2441,0.752,0.22,0.051,0.034,311,0.2479,24,False,ssf_cba7b508de0e,ssf_692c79c706c4
Q8WTC7_9CNID,RPC1_BP434,2,0.1458,0.798,0.2214,0.01,0.019,201,0.2493,14,False,ssf_cba7b508de0e,ssf_ffbe89385f32
Q8WTC7_9CNID,RS15_GEOSE,2,0.1265,0.315,0.1737,0.008,0.048,103,0.2263,12,False,ssf_cba7b508de0e,ssf_bcab9ac142f5
Q8WTC7_9CNID,S22A1_HUMAN,2,0.1814,0.975,0.2049,0.02,0.009,636,0.2605,18,False,ssf_cba7b508de0e,ssf_dedbcf3c34ac
Q8WTC7_9CNID,SAV1_MOUSE,2,0.09389,0.151,0.251,0.0,0.055,36,0.2222,9,False,ssf_cba7b508de0e,ssf_0d40c1bb820d
Q8WTC7_9CNID,SBI_STAAM,2,0.1346,0.908,0.1719,0.009,0.013,228,0.2365,13,False,ssf_cba7b508de0e,ssf_60dadcbd5371
Q8WTC7_9CNID,SC6A4_HUMAN,2,0.1238,0.57,0.1443,0.008,0.008,472,0.1932,12,False,ssf_cba7b508de0e,ssf_5602ca7080fe
Q8WTC7_9CNID,SCIN_STAAR,2,0.1792,0.521,0.2266,0.016,0.029,136,0.2979,17,False,ssf_cba7b508de0e,ssf_cf940c8da196
Q8WTC7_9CNID,SDA_BACSU,2,0.1173,0.857,0.1579,0.007,0.009,213,0.2462,11,False,ssf_cba7b508de0e,ssf_3a5047c87583
Q8WTC7_9CNID,SERC_HUMAN,2,0.2065,0.782,0.2034,0.029,0.021,372,0.246,20,False,ssf_cba7b508de0e,ssf_f2035d659d6a
Q8WTC7_9CNID,SHOC2_HUMAN,2,0.131,0.512,0.1855,0.009,0.014,422,0.1873,13,False,ssf_cba7b508de0e,ssf_6f5083a5504d
Q8WTC7_9CNID,SOX30_HUMAN,2,0.1332,0.697,0.1813,0.009,0.0,179,0.2427,13,False,ssf_cba7b508de0e,ssf_6cc095ce3976
Q8WTC7_9CNID,SPA_STAAU,2,0.1456,0.899,0.2171,0.01,0.008,223,0.2683,14,False,ssf_cba7b508de0e,ssf_5e471b6b3e5d
Q8WTC7_9CNID,SPG1_STRSG,2,0.1063,0.587,0.2045,0.007,0.016,426,0.1342,11,False,ssf_cba7b508de0e,ssf_db4b6fc031cf
Q8WTC7_9CNID,SPG2_STRSG,2,0.1691,0.479,0.3286,0.014,0.024,121,0.3514,16,False,ssf_cba7b508de0e,ssf_67e127763d3d
Q8WTC7_9CNID,SPIKE_SARS2,2,0.09326,0.49,0.284,0.0,0.015,698,0.2232,9,False,ssf_cba7b508de0e,ssf_761ae81d509c
Q8WTC7_9CNID,SPTN1_CHICK,2,0.1304,0.681,0.226,0.009,0.013,221,0.2261,13,False,ssf_cba7b508de0e,ssf_b0e1111705e5
Q8WTC7_9CNID,SQSTM_MOUSE,2,0.1125,0.399,0.1687,0.007,0.029,103,0.2385,11,False,ssf_cba7b508de0e,ssf_fd3d638b0af8
Q8WTC7_9CNID,SR43C_ARATH,2,0.1226,0.706,0.2629,0.008,0.005,179,0.2501,12,False,ssf_cba7b508de0e,ssf_63a1a4e89751
Q8WTC7_9CNID,SRBS1_HUMAN,2,0.1364,0.807,0.2599,0.009,0.018,211,0.2278,13,False,ssf_cba7b508de0e,ssf_09af8f8b7309
Q8WTC7_9CNID,SRC_HUMAN,2,0.1502,0.545,0.194,0.011,0.028,470,0.2071,15,False,ssf_cba7b508de0e,ssf_c38d9b4005f8
Q8WTC7_9CNID,SUMO1_HUMAN,2,0.2008,0.555,0.2385,0.029,0.041,148,0.2862,20,False,ssf_cba7b508de0e,ssf_19622d9f3f73
Q8WTC7_9CNID,SYUA_HUMAN,2,0.1269,0.386,0.16,0.008,0.016,227,0.155,12,False,ssf_cba7b508de0e,ssf_87dffde05f09
Q8WTC7_9CNID,TADBP_HUMAN,2,0.1514,0.353,0.2204,0.011,0.032,247,0.1898,15,False,ssf_cba7b508de0e,ssf_b0af6d5185b3
Q8WTC7_9CNID,TAT_HV1BR,2,0.117,0.523,0.1507,0.007,0.018,215,0.1774,11,False,ssf_cba7b508de0e,ssf_0d06a357cd85
Q8WTC7_9CNID,TCRG1_MOUSE,2,0.095,0.151,0.2546,0.0,0.083,204,0.2439,9,False,ssf_cba7b508de0e,ssf_a21d29addbd9
Q8WTC7_9CNID,THO1_YEAST,2,0.09984,0.718,0.1458,0.0,0.015,196,0.1918,10,False,ssf_cba7b508de0e,ssf_a523304d9a92
Q8WTC7_9CNID,TNKS2_HUMAN,2,0.1265,0.218,0.229,0.008,0.055,72,0.2383,12,False,ssf_cba7b508de0e,ssf_1a40a2a2ccdc
Q8WTC7_9CNID,TPK1_HUMAN,2,0.2344,0.864,0.1868,0.045,0.02,350,0.2361,23,False,ssf_cba7b508de0e,ssf_3c2e5ceba3be
Q8WTC7_9CNID,TPMT_HUMAN,2,0.2622,0.87,0.2242,0.063,0.019,313,0.2649,26,False,ssf_cba7b508de0e,ssf_b5a772423035
Q8WTC7_9CNID,TPOR_HUMAN,2,0.1072,0.52,0.2374,0.0,0.007,413,0.169,10,False,ssf_cba7b508de0e,ssf_540579521118
Q8WTC7_9CNID,TRPC_SACS2,2,0.2169,0.754,0.1817,0.04,0.008,358,0.219,22,False,ssf_cba7b508de0e,ssf_415fc4c4433b
Q8WTC7_9CNID,TRPC_THEMA,2,0.2335,0.925,0.2109,0.045,0.022,358,0.2377,23,False,ssf_cba7b508de0e,ssf_415fc4c4433b
Q8WTC7_9CNID,UBC9_HUMAN,2,0.3048,0.882,0.2715,0.09,0.046,259,0.3549,30,False,ssf_cba7b508de0e,ssf_ab8b39992872
Q8WTC7_9CNID,UBE4B_HUMAN,2,0.1268,0.277,0.2027,0.008,0.043,239,0.2071,12,False,ssf_cba7b508de0e,ssf_a47101dcf200
Q8WTC7_9CNID,UBE4B_MOUSE,2,0.06757,0.705,0.1708,0.0,0.006,1055,0.1453,6,False,ssf_cba7b508de0e,ssf_2d1d2debf9a5
Q8WTC7_9CNID,UBR5_HUMAN,2,0.1379,0.517,0.2143,0.009,0.007,135,0.2337,13,False,ssf_cba7b508de0e,ssf_059a8d032aa4
Q8WTC7_9CNID,VG08_BPP22,2,0.09615,0.269,0.1653,0.0,0.026,179,0.2176,10,False,ssf_cba7b508de0e,ssf_ffaeeb6011e9
Q8WTC7_9CNID,VILI_CHICK,2,0.1374,0.878,0.1865,0.009,0.004,223,0.2395,13,False,ssf_cba7b508de0e,ssf_0815efaffc38
Q8WTC7_9CNID,VKOR1_HUMAN,2,0.2289,0.819,0.2088,0.04,0.011,258,0.2618,22,False,ssf_cba7b508de0e,ssf_893ea5ec829f
Q8WTC7_9CNID,VRPI_BPT7,2,0.1453,0.487,0.2238,0.01,0.033,186,0.2632,14,False,ssf_cba7b508de0e,ssf_c5c95e85f55b
Q8WTC7_9CNID,YAIA_ECOLI,2,0.1352,0.168,0.2719,0.009,0.073,41,0.2824,13,False,ssf_cba7b508de0e,ssf_ac44f5c3e836
Q8WTC7_9CNID,YNZC_BACSU,2,0.09768,0.328,0.1605,0.0,0.033,111,0.2027,10,False,ssf_cba7b508de0e,ssf_ca121528f828
R1AB_SARS2,RAD_ANTMA,2,0.1041,0.209,0.2839,0.0,0.076,78,0.2563,10,False,ssf_9fc1ecf8307b,ssf_0eef6f01f081
R1AB_SARS2,RASH_HUMAN,2,0.2031,0.758,0.1847,0.029,0.025,308,0.2426,20,False,ssf_9fc1ecf8307b,ssf_550503ae0437
R1AB_SARS2,RASK_HUMAN,2,0.185,0.48,0.2101,0.02,0.038,208,0.222,18,False,ssf_9fc1ecf8307b,ssf_550503ae0437
R1AB_SARS2,RBP1_HUMAN,2,0.08408,0.154,0.241,0.0,0.08,92,0.2202,8,False,ssf_9fc1ecf8307b,ssf_bc19e1d23319
R1AB_SARS2,RCD1_ARATH,2,0.1062,0.16,0.3238,0.0,0.035,56,0.2406,10,False,ssf_9fc1ecf8307b,ssf_329d15de34fe
R1AB_SARS2,RCRO_LAMBD,2,0.1347,0.565,0.2074,0.009,0.027,181,0.2656,13,False,ssf_9fc1ecf8307b,ssf_c6c5a726cc75
R1AB_SARS2,RD23A_HUMAN,2,0.1051,0.229,0.2904,0.0,0.064,77,0.2818,10,False,ssf_9fc1ecf8307b,ssf_3998cbaed1a7
R1AB_SARS2,RDRP_I33A0,2,0.1565,0.856,0.224,0.011,0.014,766,0.2221,15,False,ssf_9fc1ecf8307b,ssf_bcc2d8a187a4
R1AB_SARS2,REV_HV1H2,2,0.1093,0.542,0.1452,0.0,0.02,192,0.1639,10,False,ssf_9fc1ecf8307b,ssf_4ddd0adc0328
R1AB_SARS2,RFAH_ECOLI,2,0.1098,0.546,0.2315,0.0,0.016,178,0.2772,10,False,ssf_9fc1ecf8307b,ssf_12ebdb52f01c
R1AB_SARS2,RL20_AQUAE,2,0.134,0.222,0.3298,0.009,0.013,74,0.2776,13,False,ssf_9fc1ecf8307b,ssf_310c599ef29a
R1AB_SARS2,RL40A_YEAST,2,0.1444,0.356,0.161,0.011,0.05,306,0.2097,15,False,ssf_9fc1ecf8307b,ssf_09950e3c22ee
R1AB_SARS2,RNC_ECOLI,2,0.2329,0.866,0.2069,0.045,0.021,370,0.2588,23,False,ssf_9fc1ecf8307b,ssf_692c79c706c4
R1AB_SARS2,RPC1_BP434,2,0.1036,0.216,0.336,0.0,0.044,89,0.2187,10,False,ssf_9fc1ecf8307b,ssf_ffbe89385f32
R1AB_SARS2,RS15_GEOSE,2,0.1176,0.18,0.2793,0.007,0.064,77,0.2748,11,False,ssf_9fc1ecf8307b,ssf_bcab9ac142f5
R1AB_SARS2,S22A1_HUMAN,2,0.1913,0.863,0.2025,0.024,0.024,620,0.2427,19,False,ssf_9fc1ecf8307b,ssf_dedbcf3c34ac
R1AB_SARS2,SAV1_MOUSE,2,0.09934,0.552,0.1946,0.0,0.017,172,0.2446,9,False,ssf_9fc1ecf8307b,ssf_0d40c1bb820d
R1AB_SARS2,SBI_STAAM,2,0.09645,0.222,0.2957,0.0,0.029,135,0.2133,9,False,ssf_9fc1ecf8307b,ssf_60dadcbd5371
R1AB_SARS2,SC6A4_HUMAN,2,0.1743,0.767,0.1868,0.016,0.017,618,0.2364,17,False,ssf_9fc1ecf8307b,ssf_5602ca7080fe
R1AB_SARS2,SCIN_STAAR,2,0.1397,0.327,0.2729,0.01,0.027,110,0.2628,14,False,ssf_9fc1ecf8307b,ssf_cf940c8da196
R1AB_SARS2,SDA_BACSU,2,0.08944,0.235,0.291,0.0,0.012,78,0.2672,8,False,ssf_9fc1ecf8307b,ssf_3a5047c87583
R1AB_SARS2,SERC_HUMAN,2,0.2142,0.784,0.2024,0.034,0.03,423,0.2285,21,False,ssf_9fc1ecf8307b,ssf_f2035d659d6a
R1AB_SARS2,SHOC2_HUMAN,2,0.1509,0.397,0.2072,0.011,0.033,355,0.1958,15,False,ssf_9fc1ecf8307b,ssf_6f5083a5504d
R1AB_SARS2,SOX30_HUMAN,2,0.1096,0.216,0.2558,0.0,0.038,78,0.2182,10,False,ssf_9fc1ecf8307b,ssf_6cc095ce3976
R1AB_SARS2,SPA_STAAU,2,0.1008,0.167,0.2102,0.0,0.084,71,0.2345,10,False,ssf_9fc1ecf8307b,ssf_5e471b6b3e5d
R1AB_SARS2,SPG1_STRSG,2,0.1266,0.397,0.167,0.009,0.016,532,0.1457,13,False,ssf_9fc1ecf8307b,ssf_db4b6fc031cf
R1AB_SARS2,SPG2_STRSG,2,0.09336,0.229,0.2321,0.0,0.022,90,0.2297,9,False,ssf_9fc1ecf8307b,ssf_67e127763d3d
R1AB_SARS2,SPIKE_SARS2,2,0.07842,0.192,0.1928,0.0,0.016,412,0.1611,7,False,ssf_9fc1ecf8307b,ssf_761ae81d509c
R1AB_SARS2,SPTN1_CHICK,2,0.09629,0.324,0.1556,0.0,0.043,185,0.1946,9,False,ssf_9fc1ecf8307b,ssf_b0e1111705e5
R1AB_SARS2,SQSTM_MOUSE,2,0.09401,0.206,0.3139,0.0,0.057,69,0.2636,9,False,ssf_9fc1ecf8307b,ssf_fd3d638b0af8
R1AB_SARS2,SR43C_ARATH,2,0.0797,0.15,0.1818,0.0,0.01,91,0.1887,9,False,ssf_9fc1ecf8307b,ssf_63a1a4e89751
R1AB_SARS2,SRBS1_HUMAN,2,0.122,0.516,0.2256,0.008,0.018,166,0.2537,12,False,ssf_9fc1ecf8307b,ssf_09af8f8b7309
R1AB_SARS2,SRC_HUMAN,2,0.2005,0.696,0.229,0.029,0.013,507,0.2505,20,False,ssf_9fc1ecf8307b,ssf_c38d9b4005f8
R1AB_SARS2,SUMO1_HUMAN,2,0.1631,0.363,0.288,0.014,0.033,120,0.2665,16,False,ssf_9fc1ecf8307b,ssf_19622d9f3f73
R1AB_SARS2,SYUA_HUMAN,2,0.1074,0.307,0.1274,0.0,0.01,293,0.152,10,False,ssf_9fc1ecf8307b,ssf_87dffde05f09
R1AB_SARS2,TADBP_HUMAN,2,0.1641,0.577,0.1568,0.014,0.019,406,0.183,16,False,ssf_9fc1ecf8307b,ssf_b0af6d5185b3
R1AB_SARS2,TAT_HV1BR,2,0.09381,0.363,0.1785,0.0,0.008,125,0.1813,9,False,ssf_9fc1ecf8307b,ssf_0d06a357cd85
R1AB_SARS2,TCRG1_MOUSE,2,0.0992,0.464,0.2112,0.0,0.0,142,0.264,9,False,ssf_9fc1ecf8307b,ssf_a21d29addbd9
